product_id,image_path
id_00007320,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007320\comsumer_01.jpg
id_00007320,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007320\shop_01.jpg
id_00007370,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007370\comsumer_01.jpg
id_00007370,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007370\shop_01.jpg
id_00007374,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007374\comsumer_01.jpg
id_00007374,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007374\shop_01.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_01.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_02.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_03.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_04.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_05.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_06.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_07.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_08.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_09.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_10.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_11.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\comsumer_12.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\shop_01.jpg
id_00007421,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007421\shop_02.jpg
id_00007477,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007477\comsumer_01.jpg
id_00007477,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007477\shop_01.jpg
id_00007493,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007493\comsumer_01.jpg
id_00007493,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007493\shop_01.jpg
id_00007523,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007523\comsumer_01.jpg
id_00007523,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007523\comsumer_02.jpg
id_00007523,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007523\shop_01.jpg
id_00007682,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007682\comsumer_01.jpg
id_00007682,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007682\comsumer_02.jpg
id_00007682,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007682\shop_01.jpg
id_00007752,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007752\comsumer_01.jpg
id_00007752,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007752\shop_01.jpg
id_00007865,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007865\comsumer_01.jpg
id_00007865,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007865\shop_01.jpg
id_00007894,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007894\comsumer_01.jpg
id_00007894,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00007894\shop_01.jpg
id_00008144,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008144\comsumer_01.jpg
id_00008144,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008144\comsumer_02.jpg
id_00008144,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008144\comsumer_03.jpg
id_00008144,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008144\shop_01.jpg
id_00008144,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008144\shop_02.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_01.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_02.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_03.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_04.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_05.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_06.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\comsumer_07.jpg
id_00008205,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008205\shop_01.jpg
id_00008287,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008287\comsumer_01.jpg
id_00008287,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008287\shop_01.jpg
id_00008333,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008333\comsumer_01.jpg
id_00008333,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008333\comsumer_02.jpg
id_00008333,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008333\comsumer_03.jpg
id_00008333,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008333\comsumer_04.jpg
id_00008333,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008333\comsumer_05.jpg
id_00008333,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008333\shop_01.jpg
id_00008362,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008362\comsumer_01.jpg
id_00008362,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008362\comsumer_02.jpg
id_00008362,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008362\comsumer_03.jpg
id_00008362,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008362\comsumer_04.jpg
id_00008362,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008362\shop_01.jpg
id_00008362,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008362\shop_02.jpg
id_00008363,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008363\comsumer_01.jpg
id_00008363,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008363\comsumer_02.jpg
id_00008363,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008363\shop_01.jpg
id_00008369,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008369\comsumer_01.jpg
id_00008369,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008369\shop_01.jpg
id_00008454,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008454\comsumer_01.jpg
id_00008454,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008454\comsumer_02.jpg
id_00008454,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008454\shop_01.jpg
id_00008535,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008535\comsumer_01.jpg
id_00008535,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008535\comsumer_02.jpg
id_00008535,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008535\shop_01.jpg
id_00008535,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008535\shop_02.jpg
id_00008548,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008548\comsumer_01.jpg
id_00008548,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008548\shop_01.jpg
id_00008668,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008668\comsumer_01.jpg
id_00008668,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008668\shop_01.jpg
id_00008674,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008674\comsumer_01.jpg
id_00008674,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008674\comsumer_02.jpg
id_00008674,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008674\shop_01.jpg
id_00008700,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008700\comsumer_01.jpg
id_00008700,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008700\shop_01.jpg
id_00008745,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008745\comsumer_01.jpg
id_00008745,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008745\shop_01.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_01.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_02.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_03.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_04.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_05.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_06.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_07.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\comsumer_08.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\shop_01.jpg
id_00008746,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008746\shop_02.jpg
id_00008763,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008763\comsumer_01.jpg
id_00008763,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008763\comsumer_02.jpg
id_00008763,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008763\shop_01.jpg
id_00008763,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008763\shop_02.jpg
id_00008809,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008809\comsumer_01.jpg
id_00008809,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008809\shop_01.jpg
id_00008848,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008848\comsumer_01.jpg
id_00008848,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008848\comsumer_02.jpg
id_00008848,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008848\shop_01.jpg
id_00008888,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008888\comsumer_01.jpg
id_00008888,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008888\shop_01.jpg
id_00008906,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008906\comsumer_01.jpg
id_00008906,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008906\shop_01.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_01.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_02.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_03.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_04.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_05.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_06.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_07.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_08.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_09.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_10.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_11.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_12.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_13.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_14.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_15.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_16.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_17.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_18.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_19.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_20.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\comsumer_21.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\shop_01.jpg
id_00008920,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00008920\shop_02.jpg
id_00009011,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009011\comsumer_01.jpg
id_00009011,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009011\comsumer_02.jpg
id_00009011,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009011\comsumer_03.jpg
id_00009011,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009011\shop_01.jpg
id_00009011,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009011\shop_02.jpg
id_00009058,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009058\comsumer_01.jpg
id_00009058,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009058\comsumer_02.jpg
id_00009058,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009058\comsumer_03.jpg
id_00009058,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009058\comsumer_04.jpg
id_00009058,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009058\shop_01.jpg
id_00009131,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009131\comsumer_01.jpg
id_00009131,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009131\comsumer_02.jpg
id_00009131,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009131\shop_01.jpg
id_00009369,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009369\comsumer_01.jpg
id_00009369,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009369\comsumer_02.jpg
id_00009369,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009369\comsumer_03.jpg
id_00009369,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009369\shop_01.jpg
id_00009548,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009548\comsumer_01.jpg
id_00009548,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009548\shop_01.jpg
id_00009584,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009584\comsumer_01.jpg
id_00009584,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009584\shop_01.jpg
id_00009621,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009621\comsumer_01.jpg
id_00009621,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009621\comsumer_02.jpg
id_00009621,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009621\comsumer_03.jpg
id_00009621,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009621\shop_01.jpg
id_00009860,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009860\comsumer_01.jpg
id_00009860,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009860\comsumer_02.jpg
id_00009860,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009860\comsumer_03.jpg
id_00009860,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009860\comsumer_04.jpg
id_00009860,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009860\comsumer_05.jpg
id_00009860,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009860\shop_01.jpg
id_00009886,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009886\comsumer_01.jpg
id_00009886,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00009886\shop_01.jpg
id_00010239,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010239\comsumer_01.jpg
id_00010239,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010239\shop_01.jpg
id_00010268,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010268\comsumer_01.jpg
id_00010268,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010268\comsumer_02.jpg
id_00010268,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010268\shop_01.jpg
id_00010320,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010320\comsumer_01.jpg
id_00010320,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010320\shop_01.jpg
id_00010419,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010419\comsumer_01.jpg
id_00010419,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010419\comsumer_02.jpg
id_00010419,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010419\comsumer_03.jpg
id_00010419,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010419\comsumer_04.jpg
id_00010419,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010419\shop_01.jpg
id_00010419,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010419\shop_02.jpg
id_00010651,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010651\comsumer_01.jpg
id_00010651,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010651\shop_01.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_01.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_02.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_03.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_04.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_05.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_06.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_07.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_08.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_09.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_10.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_11.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_12.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_13.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_14.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_15.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_16.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_17.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_18.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_19.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_20.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_21.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_22.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_23.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_24.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_25.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_26.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_27.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\comsumer_28.jpg
id_00010658,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010658\shop_01.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\comsumer_01.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\comsumer_02.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\comsumer_03.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\comsumer_04.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\comsumer_05.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\comsumer_06.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\shop_01.jpg
id_00010803,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010803\shop_02.jpg
id_00010827,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010827\comsumer_01.jpg
id_00010827,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010827\shop_01.jpg
id_00010962,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010962\comsumer_01.jpg
id_00010962,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00010962\shop_01.jpg
id_00011080,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00011080\comsumer_01.jpg
id_00011080,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00011080\comsumer_02.jpg
id_00011080,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00011080\comsumer_03.jpg
id_00011080,F:\Python\Project Code\img\img\CLOTHING\Blouse\id_00011080\shop_01.jpg
